Country,State,Year,Month,"Food Grains Allocated (UOM:MT(MetricTonne)), Scaling Factor:1000","Ration Cards Issued (UOM:Number), Scaling Factor:1","Transaction For Ration Cards (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (UOM:Number), Scaling Factor:1","Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)), Scaling Factor:1","Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Manual Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000","Distribution Of Food Grains (UOM:MT(MetricTonne)), Scaling Factor:1000"
India,Odisha,"Calendar Year (Jan - Dec), 2018","February, 2018",179926.06,8647383,9162858,3579157,39.06,167652.95,0,167652.95
India,Punjab,"Calendar Year (Jan - Dec), 2018","February, 2018",72510,503714,46413,46413,100,5582.02,45666.08,51248.11
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","February, 2018",232631,9937047,7983993,7982629,99.98,189822.62,0,189822.62
India,Sikkim,"Calendar Year (Jan - Dec), 2018","February, 2018",2197.94,149406,1807,1807,100,51.02,2709.14,2760.16
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","February, 2018",202114.13,9968358,10255531,0,0,193556.19,0,193556.19
India,Telangana,"Calendar Year (Jan - Dec), 2018","February, 2018",108004.23,5024406,4497948,4497948,100,112661.85,0,112661.85
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","February, 2018",1380.9300000000000000000000,57434.00000000000000000000,52319.00000000000000000000,45255.00000000000000000000,89.6928168030386873902015,1193.0400000000000000000000,0,1193.0400000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","February, 2018",13761.1,815051,27179,27179,100,585.96,15351.95,15937.91
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",811798.34,33399501,5469010,4010187,73.33,131149.8,1393703.77,1524853.57
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","February, 2018",33454.8,1010055,0,0,0,0,19960.6,19960.6
India,West Bengal,"Calendar Year (Jan - Dec), 2018","February, 2018",330516.44,11017101,0,0,0,0,61793.94,61793.94
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","January, 2018",332.7,8912,723,0,0,1244.98,0,1244.98
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",154148.03,9546078,9241040,9241040,100,145959.91,0,145959.91
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",4677.46,138837,0,0,0,0,3627.35,3627.35
India,Assam,"Calendar Year (Jan - Dec), 2018","January, 2018",135479.33,34431,5942,0,0,99.41,149870.84,149970.24
India,Bihar,"Calendar Year (Jan - Dec), 2018","January, 2018",457821.73,24493,17300,9733,56.26,31.73,380584.79,380616.52
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","January, 2018",115338,5355227,9333788,799805,8.57,199252.39,1946.04,201198.43
India,Delhi,"Calendar Year (Jan - Dec), 2018","January, 2018",37572.75,1941960,1517740,1517740,100,30988.3,208.96,31197.27
India,Goa,"Calendar Year (Jan - Dec), 2018","January, 2018",2856.63,139388,4286,2719,63.44,93.92,2415.96,2509.87
India,Gujarat,"Calendar Year (Jan - Dec), 2018","January, 2018",198288.02,7200665,6482773,10652,0.16,179033.27,0,179033.27
India,Haryana,"Calendar Year (Jan - Dec), 2018","January, 2018",66250,2962778,2451485,2451485,100,52100.59,0,52100.59
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",16857.47,8514,21324,0,0,0,1774.58,1774.58
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","January, 2018",38927.5416825744386438080050,324741.05191685927710177230,1991.46628705983225506760,83.14078310416784954850,4.17,1.4085026784706082747040,0,1.4085026784706082747040
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","January, 2018",144959.47,5638776,5030220,4227628,84.04,123929.85,0,123929.85
India,Karnataka,"Calendar Year (Jan - Dec), 2018","January, 2018",217403,11577251,9156652,8964984,97.91,212693.1,112.56,212805.66
India,Kerala,"Calendar Year (Jan - Dec), 2018","January, 2018",85459.89,3460886,0,0,0,0,75517.12,75517.12
India,Ladakh,"Calendar Year (Jan - Dec), 2018","January, 2018",870.5083174255613561919950,7261.94808314072289822770,44.53371294016774493240,1.85921689583215045150,4.17,0.0314973215293917252960,0,0.0314973215293917252960
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","January, 2018",126.85,5148,157,0,0,2.29,0,2.29
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",297039.11,11716467,8859341,1592680,17.98,225488.02,0,225488.02
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","January, 2018",383766,14748763,13140398,5811341,44.22,233198.6,119357.95,352556.55
India,Manipur,"Calendar Year (Jan - Dec), 2018","January, 2018",12461.24,508485,0,0,0,0,12076.54,12076.54
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","January, 2018",10800.27,401378,0,0,0,0,10425.57,10425.57
India,Mizoram,"Calendar Year (Jan - Dec), 2018","January, 2018",3827.96,144699,0,0,0,0,3858.53,3858.53
India,Nagaland,"Calendar Year (Jan - Dec), 2018","January, 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Odisha,"Calendar Year (Jan - Dec), 2018","January, 2018",179926.06,8626910,11766300,3050738,25.93,169926.77,0,169926.77
India,Punjab,"Calendar Year (Jan - Dec), 2018","January, 2018",72510,503714,37708,37708,100,4538.26,8249.73,12787.98
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","January, 2018",232631,9894130,8032825,8031037,99.98,190965.49,0,190965.49
India,Sikkim,"Calendar Year (Jan - Dec), 2018","January, 2018",2197.94,150309,2849,2849,100,78.2,2026.13,2104.33
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","January, 2018",202114.13,9533636,10426252,0,0,198664.87,0,198664.87
India,Telangana,"Calendar Year (Jan - Dec), 2018","January, 2018",108004.23,5023716,3755373,3755373,100,93629.68,0,93629.68
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","January, 2018",1380.9300000000000000000000,57434.00000000000000000000,51950.00000000000000000000,42552.00000000000000000000,83.6686546716595122842280,1156.1800000000000000000000,0,1156.1800000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","January, 2018",13761.1,814513,28610,28610,100,579.77,0,579.77
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",811798.34,33317429,5540098,3882827,70.09,131096.74,2484367.22,2615463.96
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","January, 2018",33454.8,581800,0,0,0,0,14190.93,14190.93
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","December, 2017",332.7,8903,1240,0,0,1153.47,0,1153.47
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",154148.03,9547193,8360828,8360828,100,142699.09,0,142699.09
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",4677.46,10331,0,0,0,0,266.42,266.42
India,Assam,"Calendar Year (Jan - Dec), 2017","December, 2017",135479.33,179344,455,0,0,0,4279.58,4279.58
India,Bihar,"Calendar Year (Jan - Dec), 2017","December, 2017",457821.73,24493,6392,0,0,179.04,49448.08,49627.11
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","December, 2017",115338,5349009,5242959,440108,8.39,110761.97,0,110761.97
India,Delhi,"Calendar Year (Jan - Dec), 2017","December, 2017",37572.75,0,67929,67929,100,1419.4,0,1419.4
India,Goa,"Calendar Year (Jan - Dec), 2017","December, 2017",2856.63,139184,4222,1920,45.48,92.49,0,92.49
India,Gujarat,"Calendar Year (Jan - Dec), 2017","December, 2017",198288.02,7203808,6327309,453,0.01,166296.13,0,166296.13
India,Haryana,"Calendar Year (Jan - Dec), 2017","December, 2017",66250,2962828,2375007,2375007,100,53970.88,0,53970.88
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",16857.47,8514,111159,0,0,280.07,0,280.07
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017","December, 2017",38927.5416825744386438080050,36208.30010529512299513380,5.86876116029420114460,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","December, 2017",144959.47,5637091,5061558,4276975,84.5,126994.25,0,126994.25
India,Karnataka,"Calendar Year (Jan - Dec), 2017","December, 2017",217403,11541829,8669860,8288425,95.6,2172.3,0,2172.3
India,Kerala,"Calendar Year (Jan - Dec), 2017","December, 2017",85459.89,318079,0,0,0,0,7687.13,7687.13
India,Ladakh,"Calendar Year (Jan - Dec), 2017","December, 2017",870.5083174255613561919950,809.69989470487700486620,0.13123883970579885540,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",297039.11,11407162,9104530,1102419,12.11,230983.98,0,230983.98
India,Maharashtra,"Calendar Year (Jan - Dec), 2017","December, 2017",383766,14593852,10792320,4529883,41.97,4606.1,0,4606.1
India,Manipur,"Calendar Year (Jan - Dec), 2017","December, 2017",12461.24,87820,0,0,0,0,2057.67,2057.67
India,Mizoram,"Calendar Year (Jan - Dec), 2017","December, 2017",3827.96,35458,0,0,0,0,1053.44,1053.44
India,Odisha,"Calendar Year (Jan - Dec), 2017","December, 2017",179926.06,8629658,12866895,3163132,24.58,169828.39,0,169828.39
India,Punjab,"Calendar Year (Jan - Dec), 2017","December, 2017",72510,99007,15856,15856,100,1898.22,0,1898.22
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","December, 2017",232631,9874178,16384247,16381127,99.98,195705.98,0,195705.98
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","December, 2017",202114.13,9514303,22624759,0,0,196405.84,0,196405.84
India,Telangana,"Calendar Year (Jan - Dec), 2017","December, 2017",108004.23,5022172,3068785,3068785,100,76834.61,0,76834.61
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017","December, 2017",1380.9300000000000000000000,57496.00000000000000000000,45533.00000000000000000000,37079.00000000000000000000,84.5681495812134334051473,388.4400000000000000000000,0,388.4400000000000000000000
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",811798.34,33432426,1166270,825054,70.74,27995.67,6634.22,34629.89
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","November, 2017",332.7,8877,1721,0,0,1049.33,0,1049.33
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","November, 2017",154148.03,9620690,8793643,8793643,100,143734.2,0,143734.2
India,Assam,"Calendar Year (Jan - Dec), 2017","November, 2017",135479.33,179499,2,0,0,0,4283.58,4283.58
India,Bihar,"Calendar Year (Jan - Dec), 2017","November, 2017",457821.73,24491,14874,7643,51.38,122.89,0,122.89
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","November, 2017",115338,5312750,5213233,491317,9.42,109785.41,0,109785.41
India,Delhi,"Calendar Year (Jan - Dec), 2017","November, 2017",37572.75,1944884,15658,15658,100,169.39,0,169.39
India,Goa,"Calendar Year (Jan - Dec), 2017","November, 2017",2856.63,139042,5239,3072,58.64,115.27,0,115.27
India,Gujarat,"Calendar Year (Jan - Dec), 2017","November, 2017",198288.02,7194140,6419024,454,0.01,167088.54,0,167088.54
India,Haryana,"Calendar Year (Jan - Dec), 2017","November, 2017",66250,2964186,2327414,2327414,100,53387.82,0,53387.82
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","November, 2017",16857.47,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017","November, 2017",38927.5416825744386438080050,36208.30010529512299513380,12.71564918063743581330,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","November, 2017",144959.47,5636080,4622679,3899620,84.36,126286.06,0,126286.06
India,Karnataka,"Calendar Year (Jan - Dec), 2017","November, 2017",217403,11293767,8535061,7478425,87.62,208212.63,0,208212.63
India,Kerala,"Calendar Year (Jan - Dec), 2017","November, 2017",85459.89,318079,0,0,0,0,7750.03,7750.03
India,Ladakh,"Calendar Year (Jan - Dec), 2017","November, 2017",870.5083174255613561919950,809.69989470487700486620,0.28435081936256418670,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","November, 2017",297039.11,11400807,4748061,693239,14.6,118725.65,0,118725.65
India,Maharashtra,"Calendar Year (Jan - Dec), 2017","November, 2017",383766,14593852,10911779,3867350,35.44,3222.58,0,3222.58
India,Mizoram,"Calendar Year (Jan - Dec), 2017","November, 2017",3827.96,35097,0,0,0,0,1038.89,1038.89
India,Odisha,"Calendar Year (Jan - Dec), 2017","November, 2017",179926.06,8629658,11771800,3327055,28.26,168267.51,0,168267.51
India,Punjab,"Calendar Year (Jan - Dec), 2017","November, 2017",72510,99007,9282,9282,100,1111.14,0,1111.14
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","November, 2017",232631,9956109,14232767,14228747,99.97,175021.09,0,175021.09
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","November, 2017",202114.13,9526569,22577571,0,0,198803.2,0,198803.2
India,Telangana,"Calendar Year (Jan - Dec), 2017","November, 2017",108004.23,5022245,3100336,3100336,100,77076.29,0,77076.29
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017","November, 2017",1380.9300000000000000000000,57193.00000000000000000000,46711.00000000000000000000,36161.00000000000000000000,70.6982845599651861840685,366.2100000000000000000000,0,366.2100000000000000000000
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017","November, 2017",811798.34,33466510,3597293,2903074,80.7,86212.54,0,86212.54
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","October, 2017",332.7,7372,62591,0,0,3.37,0,3.37
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","October, 2017",154148.03,9620340,8744298,8744298,100,152973.43,0,152973.43
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","October, 2017",115338,5313156,5252660,459461,8.75,110332.45,0,110332.45
India,Delhi,"Calendar Year (Jan - Dec), 2017","October, 2017",37572.75,1944813,15028,15028,100,160.73,0,160.73
India,Goa,"Calendar Year (Jan - Dec), 2017","October, 2017",2856.63,138742,5555,3833,69,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017","October, 2017",198288.02,7184576,6273659,473,0.01,63166.84,0,63166.84
India,Haryana,"Calendar Year (Jan - Dec), 2017","October, 2017",66250,2963574,2109249,2109249,100,153743.28,0,153743.28
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","October, 2017",16857.47,0,10333,150,1.45,0,0,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","October, 2017",144959.47,5634985,3846814,3431193,89.2,11988.14,0,11988.14
India,Karnataka,"Calendar Year (Jan - Dec), 2017","October, 2017",217403,10895069,7859677,6254535,79.58,238.32,0,238.32
India,Kerala,"Calendar Year (Jan - Dec), 2017","October, 2017",85459.89,318079,0,0,0,0,7765.93,7765.93
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","October, 2017",297039.11,11410762,8005002,1233017,15.4,153196.19,0,153196.19
India,Maharashtra,"Calendar Year (Jan - Dec), 2017","October, 2017",383766,14593852,10228631,3453283,33.76,2672.12,0,2672.12
India,Mizoram,"Calendar Year (Jan - Dec), 2017","October, 2017",3827.96,35144,0,0,0,0,1046.05,1046.05
India,Odisha,"Calendar Year (Jan - Dec), 2017","October, 2017",179926.06,8590813,9936885,2908281,29.27,22921.22,0,22921.22
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","October, 2017",232631,9956109,14817337,14815035,99.98,180645.7,0,180645.7
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","October, 2017",202114.13,9949700,21215887,0,0,182095,0,182095
India,Telangana,"Calendar Year (Jan - Dec), 2017","October, 2017",108004.23,5021907,2375137,2375137,100,530.68,0,530.68
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017","October, 2017",1380.9300000000000000000000,57193.00000000000000000000,48875.00000000000000000000,33278.00000000000000000000,54.6628807035829218891787,769.3300000000000000000000,0,769.3300000000000000000000
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017","October, 2017",811798.34,33704016,3367724,2519632,74.82,29007.36,0,29007.36
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","September, 2017",332.7,7347,168270,112180,66.67,0.02,0,0.02
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","September, 2017",154148.03,9621553,24497703,16331802,66.67,133.54,0,133.54
India,Bihar,"Calendar Year (Jan - Dec), 2017","September, 2017",457821.73,0,8,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","September, 2017",115338,5316675,5417649,835906,15.43,98.35,0,98.35
India,Delhi,"Calendar Year (Jan - Dec), 2017","September, 2017",37572.75,33216,33790,21446,63.47,0.2,0,0.2
India,Goa,"Calendar Year (Jan - Dec), 2017","September, 2017",2856.63,138698,133,74,55.64,0.12,0,0.12
India,Gujarat,"Calendar Year (Jan - Dec), 2017","September, 2017",198288.02,6423852,15449085,9871896,63.9,136.92,0,136.92
India,Haryana,"Calendar Year (Jan - Dec), 2017","September, 2017",66250,2075709,3281079,2187386,66.67,26.51,0,26.51
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","September, 2017",16857.47,683242,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017","September, 2017",38927.5416825744386438080050,98797.65975297272916876870,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,423.431117715227,423.431117715226612582890
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","September, 2017",144959.47,5631986,8069541,5327602,66.02,78.94,0,78.94
India,Karnataka,"Calendar Year (Jan - Dec), 2017","September, 2017",217403,10656272,21662367,14441578,66.67,1.96,0,1.96
India,Kerala,"Calendar Year (Jan - Dec), 2017","September, 2017",85459.89,318079,0,0,0,0,8048.79,8048.79
India,Ladakh,"Calendar Year (Jan - Dec), 2017","September, 2017",870.5083174255613561919950,2209.34024702727083123130,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,9.46888228477339,9.468882284773387417110
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017","September, 2017",126.85,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","September, 2017",297039.11,11176708,676924,0,0,12.92,0,12.92
India,Mizoram,"Calendar Year (Jan - Dec), 2017","September, 2017",3827.96,35127,0,0,0,0,1048.98,1048.98
India,Odisha,"Calendar Year (Jan - Dec), 2017","September, 2017",179926.06,8590813,16211737,5690534,35.1,163.74,0,163.74
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","September, 2017",232631,10590069,8667127,7969295,91.95,194106.81,0,194106.81
India,Sikkim,"Calendar Year (Jan - Dec), 2017","September, 2017",2197.94,96682,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","September, 2017",202114.13,9925362,11875403,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2017","September, 2017",108004.23,5021211,5103120,3402080,66.67,42.58,0,42.58
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017","September, 2017",1380.9300000000000000000000,33031.00000000000000000000,31429.00000000000000000000,24021.00000000000000000000,28.2267828595681582524197,602.0300000000000000000000,0,602.0300000000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","August, 2017",154148.03,9621253,25995845,17315878,66.61,142.88,0,142.88
India,Assam,"Calendar Year (Jan - Dec), 2017","August, 2017",135479.33,180390,0,0,0,0,4306.26,4306.26
India,Bihar,"Calendar Year (Jan - Dec), 2017","August, 2017",457821.73,24619,159,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","August, 2017",115338,5334093,6134455,883468,14.4,109.55,0,109.55
India,Delhi,"Calendar Year (Jan - Dec), 2017","August, 2017",37572.75,0,0,0,0,0.19,0,0.19
India,Goa,"Calendar Year (Jan - Dec), 2017","August, 2017",2856.63,138359,208,102,49.04,0.12,0,0.12
India,Gujarat,"Calendar Year (Jan - Dec), 2017","August, 2017",198288.02,6405388,15344986,9783006,63.75,135.73,0,135.73
India,Haryana,"Calendar Year (Jan - Dec), 2017","August, 2017",66250,2092707,3593108,2386544,66.42,28.88,0,28.88
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","August, 2017",16857.47,683242,0,0,0,0,0,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","August, 2017",144959.47,5634536,6703050,4243650,63.31,861.12,0,861.12
India,Karnataka,"Calendar Year (Jan - Dec), 2017","August, 2017",217403,10471158,23237619,15491746,66.67,189.38,0,189.38
India,Kerala,"Calendar Year (Jan - Dec), 2017","August, 2017",85459.89,318314,0,0,0,0,8135.37,8135.37
